source	storage_key	src_path	original_zotero_name	flat_name	sha256
storage	8FQYU9QW	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/8FQYU9QW/Xu et al. - 2025 - Automatic recognition of cross-language classic entities based on large language models.pdf	Xu et al. - 2025 - Automatic recognition of cross-language classic entities based on large language models.pdf	Xu et al. - 2025 - Automatic recognition of cross-language classic entities based on large language models.pdf	6e2692bbdf6b
storage	98QWZLSM	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/98QWZLSM/Wang et al. - 2024 - YOLOv9 Learning What You Want to Learn Using Programmable Gradient Information.pdf	Wang et al. - 2024 - YOLOv9 Learning What You Want to Learn Using Programmable Gradient Information.pdf	Wang et al. - 2024 - YOLOv9 Learning What You Want to Learn Using Programmable Gradient Information.pdf	5a67aef4802d
storage	9FU8DRZE	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/9FU8DRZE/Shao et al. - 2024 - DeepSeekMath Pushing the Limits of Mathematical Reasoning in Open Language Models.pdf	Shao et al. - 2024 - DeepSeekMath Pushing the Limits of Mathematical Reasoning in Open Language Models.pdf	Shao et al. - 2024 - DeepSeekMath Pushing the Limits of Mathematical Reasoning in Open Language Models.pdf	6cc20b3c5b8d
storage	9PHJ7W4H	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/9PHJ7W4H/Scannell - 2020 - Claonadh Inscne, Líonraí Néaracha, agus an Ghaeilg.pdf	Scannell - 2020 - Claonadh Inscne, Líonraí Néaracha, agus an Ghaeilg.pdf	Scannell - 2020 - Claonadh Inscne, Líonraí Néaracha, agus an Ghaeilg__dup0.pdf	ddf5c1dc08be
storage	A7AP9RJN	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/A7AP9RJN/Lane - 2018 - Diúltach nó Dearfach Mianadóireacht Tuairime ar G.pdf	Lane - 2018 - Diúltach nó Dearfach Mianadóireacht Tuairime ar G.pdf	Lane - 2018 - Diúltach nó Dearfach Mianadóireacht Tuairime ar G.pdf	e3038697c550
storage	A86ESYGF	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/A86ESYGF/Lonergan et al. - Fotheidil an Automatic Transcription System for the Irish Language.pdf	Lonergan et al. - Fotheidil an Automatic Transcription System for the Irish Language.pdf	Lonergan et al. - Fotheidil an Automatic Transcription System for the Irish Language.pdf	03f083f995ff
storage	B9HXIMUG	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/B9HXIMUG/Scannell - 2014 - Statistical models for text normalization and mach.pdf	Scannell - 2014 - Statistical models for text normalization and mach.pdf	Scannell - 2014 - Statistical models for text normalization and mach.pdf	d58ff93ee6a5
storage	BHCW8ICV	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/BHCW8ICV/Raghallaigh et al. - Handwritten Text Recognition (HTR) for Irish-Langu.pdf	Raghallaigh et al. - Handwritten Text Recognition (HTR) for Irish-Langu.pdf	Raghallaigh et al. - Handwritten Text Recognition (HTR) for Irish-Langu.pdf	1a5b40075c98
storage	BIJZ99EG	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/BIJZ99EG/Scannell - Diachronic Parsing of Pre-Standard Irish.pdf	Scannell - Diachronic Parsing of Pre-Standard Irish.pdf	Scannell - Diachronic Parsing of Pre-Standard Irish__dup0.pdf	aa10ccd5b188
storage	BIYYS5R3	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/BIYYS5R3/Zohar et al. - LOVM Language-Only Vision Model Selection.pdf	Zohar et al. - LOVM Language-Only Vision Model Selection.pdf	Zohar et al. - LOVM Language-Only Vision Model Selection.pdf	216e10344294
storage	BSY5V7HC	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/BSY5V7HC/Gutteridge et al. - 2025 - Judge a Book by its Cover Investigating Multi-Modal LLMs for Multi-Page Handwritten Document Transc.pdf	Gutteridge et al. - 2025 - Judge a Book by its Cover Investigating Multi-Modal LLMs for Multi-Page Handwritten Document Transc.pdf	Gutteridge et al. - 2025 - Judge a Book by its Cover Investigating Multi-Modal LLMs for Multi-Page Handwritten Document Transc.pdf	14eb722a3a6b
storage	C7QJZHS7	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/C7QJZHS7/Scannell - Diachronic Parsing of Pre-Standard Irish.pdf	Scannell - Diachronic Parsing of Pre-Standard Irish.pdf	Scannell - Diachronic Parsing of Pre-Standard Irish__dup1.pdf	aa10ccd5b188
storage	CBGL2A2V	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/CBGL2A2V/Prebor - 2024 - From Digitization and Images to Text and Content .pdf	Prebor - 2024 - From Digitization and Images to Text and Content .pdf	Prebor - 2024 - From Digitization and Images to Text and Content .pdf	1eaa209ad0ec
storage	CE9PYJR2	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/CE9PYJR2/Albuquerque Da Silva et al. - 2025 - Analysis of the Effectiveness of LLMs in Handwritten Essay Recognition and Assessment.pdf	Albuquerque Da Silva et al. - 2025 - Analysis of the Effectiveness of LLMs in Handwritten Essay Recognition and Assessment.pdf	Albuquerque Da Silva et al. - 2025 - Analysis of the Effectiveness of LLMs in Handwritten Essay Recognition and Assessment.pdf	8ad7634ebf80
storage	CLPYWNXM	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/CLPYWNXM/Mothukuri et al. - 2021 - A survey on security and privacy of federated lear.pdf	Mothukuri et al. - 2021 - A survey on security and privacy of federated lear.pdf	Mothukuri et al. - 2021 - A survey on security and privacy of federated lear.pdf	8e535836f0a7
storage	CUHT895F	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/CUHT895F/2402.pdf	2402.pdf	2402__dup1.pdf	5a67aef4802d
storage	D845XQE7	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/D845XQE7/Raghallaigh et al_Handwritten Text Recognition (HTR) for Irish-Language Folklore.pdf	Raghallaigh et al_Handwritten Text Recognition (HTR) for Irish-Language Folklore.pdf	Raghallaigh et al_Handwritten Text Recognition (HTR) for Irish-Language Folklore.pdf	db1f01f299cd
storage	DGSMV8CP	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/DGSMV8CP/Peng et al. - 2023 - YaRN Efficient Context Window Extension of Large Language Models.pdf	Peng et al. - 2023 - YaRN Efficient Context Window Extension of Large Language Models.pdf	Peng et al. - 2023 - YaRN Efficient Context Window Extension of Large Language Models.pdf	ce1933b7d00e
storage	DGSP5D9M	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/DGSP5D9M/Meachair - The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EduGA).pdf	Meachair - The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EduGA).pdf	Meachair - The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EduGA)__dup0.pdf	4eb5de0e1bde
storage	E7DR2N64	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/E7DR2N64/Duan - 2023 - Towards Open Federated Learning Platforms Survey .pdf	Duan - 2023 - Towards Open Federated Learning Platforms Survey .pdf	Duan - 2023 - Towards Open Federated Learning Platforms Survey .pdf	1864f019e5a2
storage	ESZYQAH2	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/ESZYQAH2/McCrae and Doyle - 2019 - Adapting Term Recognition to an Under-Resourced La.pdf	McCrae and Doyle - 2019 - Adapting Term Recognition to an Under-Resourced La.pdf	McCrae and Doyle - 2019 - Adapting Term Recognition to an Under-Resourced La.pdf	80113995354e
storage	EXEPXEEE	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/EXEPXEEE/Scannell - 20 Years a’ Growing Past, Present, and Future of .pdf	Scannell - 20 Years a’ Growing Past, Present, and Future of .pdf	Scannell - 20 Years a’ Growing Past, Present, and Future of .pdf	e498e7cd3791
storage	FHSK9DS3	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/FHSK9DS3/Haverals - 2023 - Greetings From! Historical Postcards Address Trans.pdf	Haverals - 2023 - Greetings From! Historical Postcards Address Trans.pdf	Haverals - 2023 - Greetings From! Historical Postcards Address Trans.pdf	dd63bbbea494
storage	G684DZEA	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/G684DZEA/2025.cltw-1.pdf	2025.cltw-1.pdf	2025.cltw-1__dup0.pdf	5390323241a4
storage	GA7I36EB	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/GA7I36EB/Dereza et al. - To Have the ‘Million' Readers Yet Building a Di.pdf	Dereza et al. - To Have the ‘Million' Readers Yet Building a Di.pdf	Dereza et al. - To Have the ‘Million' Readers Yet Building a Di__dup0.pdf	e9d2aaa3827b
storage	GD9YSRMU	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/GD9YSRMU/Ó Meachair et al. - 2021 - Tiomsú Corpais don Taighde Foclóireachta Corpas F.pdf	Ó Meachair et al. - 2021 - Tiomsú Corpais don Taighde Foclóireachta Corpas F.pdf	Ó Meachair et al. - 2021 - Tiomsú Corpais don Taighde Foclóireachta Corpas F.pdf	4897657c522b
storage	GEXCSUW8	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/GEXCSUW8/_.pdf	_.pdf	_.pdf	b6d1f1eaefba
storage	H5JUZY95	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/H5JUZY95/Chasaide et al. - SPEECH TECHNOLOGY AS DOCUMENTATION FOR ENDANGERED .pdf	Chasaide et al. - SPEECH TECHNOLOGY AS DOCUMENTATION FOR ENDANGERED .pdf	Chasaide et al. - SPEECH TECHNOLOGY AS DOCUMENTATION FOR ENDANGERED .pdf	9e5e30a957d9
storage	HCPKCPQV	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/HCPKCPQV/Lu et al. - Low-Resource Language Expansion and Translation Capacity Enhancement for LLM A Study on the Uyghur.pdf	Lu et al. - Low-Resource Language Expansion and Translation Capacity Enhancement for LLM A Study on the Uyghur.pdf	Lu et al. - Low-Resource Language Expansion and Translation Capacity Enhancement for LLM A Study on the Uyghur.pdf	32f938523a71
storage	HDHIBAYR	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/HDHIBAYR/Teng et al. - 2025 - Atom of Thoughts for Markov LLM Test-Time Scaling.pdf	Teng et al. - 2025 - Atom of Thoughts for Markov LLM Test-Time Scaling.pdf	Teng et al. - 2025 - Atom of Thoughts for Markov LLM Test-Time Scaling.pdf	0ae666938a73
storage	HEFTGW4E	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/HEFTGW4E/W16-6508.pdf	W16-6508.pdf	W16-6508.pdf	3d9f2e53d9a4
storage	HQ7DAEAD	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/HQ7DAEAD/Raghallaigh et al. - 2019 - Improving full-text search results on dúchas.ie us.pdf	Raghallaigh et al. - 2019 - Improving full-text search results on dúchas.ie us.pdf	Raghallaigh et al. - 2019 - Improving full-text search results on dúchas.ie us__dup0.pdf	48ad0fe928f8
storage	HUKX7AR8	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/HUKX7AR8/Tran et al. - 2024 - UCCIX Irish-eXcellence Large Language Model.pdf	Tran et al. - 2024 - UCCIX Irish-eXcellence Large Language Model.pdf	Tran et al. - 2024 - UCCIX Irish-eXcellence Large Language Model.pdf	b745d50ae582
storage	IBMX66R9	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/IBMX66R9/Tran et al. - 2024 - Irish-based Large Language Model with Extreme Low-Resource Settings in Machine Translation.pdf	Tran et al. - 2024 - Irish-based Large Language Model with Extreme Low-Resource Settings in Machine Translation.pdf	Tran et al. - 2024 - Irish-based Large Language Model with Extreme Low-Resource Settings in Machine Translation.pdf	23b024c3f0b2
storage	IDYDZGWF	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/IDYDZGWF/Constum et al. - 2024 - DANIEL A fast Document Attention Network for Info.pdf	Constum et al. - 2024 - DANIEL A fast Document Attention Network for Info.pdf	Constum et al. - 2024 - DANIEL A fast Document Attention Network for Info.pdf	c01345c55ced
storage	IJQZEMJ5	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/IJQZEMJ5/Castilho et al. - Synthetic Fluency Hallucinations, Confabulations, and the Creation of Irish Words in LLM-Generated.pdf	Castilho et al. - Synthetic Fluency Hallucinations, Confabulations, and the Creation of Irish Words in LLM-Generated.pdf	Castilho et al. - Synthetic Fluency Hallucinations, Confabulations, and the Creation of Irish Words in LLM-Generated.pdf	833fc14a4130
storage	IXQBR6VG	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/IXQBR6VG/Constum et al. - DANIEL A fast Document Attention Network for Info.pdf	Constum et al. - DANIEL A fast Document Attention Network for Info.pdf	Constum et al. - DANIEL A fast Document Attention Network for Info.pdf	25b7a5b190fc
storage	J86LPUKZ	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/J86LPUKZ/Pipatanakul et al. - 2025 - Adapting Language-Specific LLMs to a Reasoning Model in One Day via Model Merging -- An Open Recipe.pdf	Pipatanakul et al. - 2025 - Adapting Language-Specific LLMs to a Reasoning Model in One Day via Model Merging -- An Open Recipe.pdf	Pipatanakul et al. - 2025 - Adapting Language-Specific LLMs to a Reasoning Model in One Day via Model Merging -- An Open Recipe.pdf	edab762423bc
storage	JYCNAI7G	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/JYCNAI7G/Zebaze et al. - 2025 - Compositional Translation A Novel LLM-based Approach for Low-resource Machine Translation.pdf	Zebaze et al. - 2025 - Compositional Translation A Novel LLM-based Approach for Low-resource Machine Translation.pdf	Zebaze et al. - 2025 - Compositional Translation A Novel LLM-based Approach for Low-resource Machine Translation.pdf	3e8f2815760f
storage	JYX2B8D3	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/JYX2B8D3/Davis et al. - 2025 - Proceedings of the 5th Celtic Language Technology Workshop (CLTW 5) January 20, 2025, Abu Dhabi, UA.pdf	Davis et al. - 2025 - Proceedings of the 5th Celtic Language Technology Workshop (CLTW 5) January 20, 2025, Abu Dhabi, UA.pdf	Davis et al. - 2025 - Proceedings of the 5th Celtic Language Technology Workshop (CLTW 5) January 20, 2025, Abu Dhabi, UA.pdf	5390323241a4
storage	KE9VHPA7	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/KE9VHPA7/explainable20.pdf	explainable20.pdf	explainable20.pdf	0ee10e66d480
storage	L3FUF5EZ	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/L3FUF5EZ/Walsh et al. - 2025 - Annotating Compositionality Scores for Irish Noun Compounds is Hard Work.pdf	Walsh et al. - 2025 - Annotating Compositionality Scores for Irish Noun Compounds is Hard Work.pdf	Walsh et al. - 2025 - Annotating Compositionality Scores for Irish Noun Compounds is Hard Work.pdf	c10f5e056159
storage	LJHPFRBS	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/LJHPFRBS/Dowling et al. - 2019 - Leveraging backtranslation to improve machine tran.pdf	Dowling et al. - 2019 - Leveraging backtranslation to improve machine tran.pdf	Dowling et al. - 2019 - Leveraging backtranslation to improve machine tran.pdf	11ed46fd4997
storage	LJTAUTWA	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/LJTAUTWA/Tran et al. - Irish-based Large Language Model with Extreme Low-.pdf	Tran et al. - Irish-based Large Language Model with Extreme Low-.pdf	Tran et al. - Irish-based Large Language Model with Extreme Low-.pdf	2c6e3022ae5f
storage	MCULLLHR	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/MCULLLHR/The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EdaGA).pdf	The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EdaGA).pdf	The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EdaGA).pdf	15ab0a3216b2
storage	MR5CLY8L	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/MR5CLY8L/Romero-Gomez et al. - 2018 - Automatic Alignment of Handwritten Images and Tran.pdf	Romero-Gomez et al. - 2018 - Automatic Alignment of Handwritten Images and Tran.pdf	Romero-Gomez et al. - 2018 - Automatic Alignment of Handwritten Images and Tran__dup1.pdf	bebf71c8948b
storage	NMVKKEDA	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/NMVKKEDA/Wang et al. - 2024 - CogVLM Visual Expert for Pretrained Language Mode.pdf	Wang et al. - 2024 - CogVLM Visual Expert for Pretrained Language Mode.pdf	Wang et al. - 2024 - CogVLM Visual Expert for Pretrained Language Mode.pdf	bf4a205fbfb3
storage	NSTDFK5C	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/NSTDFK5C/Zhao et al. - How do Large Language Models Handle Multilingualism.pdf	Zhao et al. - How do Large Language Models Handle Multilingualism.pdf	Zhao et al. - How do Large Language Models Handle Multilingualism.pdf	341414342fea
storage	NTFD8LM2	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/NTFD8LM2/Chagué and Clérice - 017 - Deploying eScriptorium online notes on CREM.pdf	Chagué and Clérice - 017 - Deploying eScriptorium online notes on CREM.pdf	Chagué and Clérice - 017 - Deploying eScriptorium online notes on CREM.pdf	fa999bff50be
storage	NUB247IM	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/NUB247IM/Wang et al. - 2025 - Multilingual Language Model Pretraining using Machine-translated Data.pdf	Wang et al. - 2025 - Multilingual Language Model Pretraining using Machine-translated Data.pdf	Wang et al. - 2025 - Multilingual Language Model Pretraining using Machine-translated Data.pdf	57f287d31646
storage	PBUVWA4P	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/PBUVWA4P/Scannell and O’Regan - History and Development of the Irish Language Sema.pdf	Scannell and O’Regan - History and Development of the Irish Language Sema.pdf	Scannell and O’Regan - History and Development of the Irish Language Sema.pdf	d7848465afaa
storage	PL63TP8Y	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/PL63TP8Y/Lorandi and Belz - 2024 - High-quality Data-to-Text Generation for Severely Under-Resourced Languages with Out-of-the-box Larg.pdf	Lorandi and Belz - 2024 - High-quality Data-to-Text Generation for Severely Under-Resourced Languages with Out-of-the-box Larg.pdf	Lorandi and Belz - 2024 - High-quality Data-to-Text Generation for Severely Under-Resourced Languages with Out-of-the-box Larg.pdf	d898b7042545
storage	QGCVFXZ6	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/QGCVFXZ6/Lyons - httpscs.slu.edu~scannellpubtechspaceindex.h.pdf	Lyons - httpscs.slu.edu~scannellpubtechspaceindex.h.pdf	Lyons - httpscs.slu.edu~scannellpubtechspaceindex.h.pdf	db2aba85d2be
storage	QXJ2QU2K	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/QXJ2QU2K/Castro et al. - An End-to-End Approach for Handwriting Recognition.pdf	Castro et al. - An End-to-End Approach for Handwriting Recognition.pdf	Castro et al. - An End-to-End Approach for Handwriting Recognition.pdf	869df54b43fd
storage	R5PVBHNJ	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/R5PVBHNJ/Doan et al. - 2024 - Vintern-1B An Efficient Multimodal Large Language.pdf	Doan et al. - 2024 - Vintern-1B An Efficient Multimodal Large Language.pdf	Doan et al. - 2024 - Vintern-1B An Efficient Multimodal Large Language.pdf	47a0d5dc97b2
storage	R6CIWA2G	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/R6CIWA2G/Meaney et al. - 2024 - Testing and Adapting the Representational Abilities of Large Language Models on Folktales in Low-Res.pdf	Meaney et al. - 2024 - Testing and Adapting the Representational Abilities of Large Language Models on Folktales in Low-Res.pdf	Meaney et al. - 2024 - Testing and Adapting the Representational Abilities of Large Language Models on Folktales in Low-Res.pdf	cccddd297ff1
storage	RAP3B8TB	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/RAP3B8TB/241755_e82c256a-6f47-4ddb-8ce6-ff81df208bb1-1.pdf	241755_e82c256a-6f47-4ddb-8ce6-ff81df208bb1-1.pdf	241755_e82c256a-6f47-4ddb-8ce6-ff81df208bb1-1.pdf	b1ffeaca9d18
storage	RATU49B2	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/RATU49B2/Scalvini et al. - Rethinking Low-Resource MT The Surprising Effectiveness of Fine-Tuned Multilingual Models in the LL.pdf	Scalvini et al. - Rethinking Low-Resource MT The Surprising Effectiveness of Fine-Tuned Multilingual Models in the LL.pdf	Scalvini et al. - Rethinking Low-Resource MT The Surprising Effectiveness of Fine-Tuned Multilingual Models in the LL.pdf	de12436714a3
storage	RVVQXCXB	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/RVVQXCXB/Lu et al. - 2024 - A Bounding Box is Worth One Token Interleaving La.pdf	Lu et al. - 2024 - A Bounding Box is Worth One Token Interleaving La.pdf	Lu et al. - 2024 - A Bounding Box is Worth One Token Interleaving La.pdf	97283453ca38
storage	S88QYRY4	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/S88QYRY4/Tüselmann and Fink - 2024 - Neural models for semantic analysis of handwritten.pdf	Tüselmann and Fink - 2024 - Neural models for semantic analysis of handwritten.pdf	Tüselmann and Fink - 2024 - Neural models for semantic analysis of handwritten.pdf	3157bb8da877
storage	SKXII6X9	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/SKXII6X9/Liu et al. - 2024 - TextMonkey An OCR-Free Large Multimodal Model for.pdf	Liu et al. - 2024 - TextMonkey An OCR-Free Large Multimodal Model for.pdf	Liu et al. - 2024 - TextMonkey An OCR-Free Large Multimodal Model for.pdf	0e8f43ee1acc
storage	T43Y8ASZ	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/T43Y8ASZ/Thillainathan et al. - 2025 - Beyond Vanilla Fine-Tuning Leveraging Multistage, Multilingual, and Domain-Specific Methods for Low.pdf	Thillainathan et al. - 2025 - Beyond Vanilla Fine-Tuning Leveraging Multistage, Multilingual, and Domain-Specific Methods for Low.pdf	Thillainathan et al. - 2025 - Beyond Vanilla Fine-Tuning Leveraging Multistage, Multilingual, and Domain-Specific Methods for Low.pdf	4635c77802cd
storage	T7ZJA78B	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/T7ZJA78B/Doyle and McCrae - An Assessment of Word Separation Practices in Old Irish Text Resources and a Universal Method for To.pdf	Doyle and McCrae - An Assessment of Word Separation Practices in Old Irish Text Resources and a Universal Method for To.pdf	Doyle and McCrae - An Assessment of Word Separation Practices in Old Irish Text Resources and a Universal Method for To.pdf	557efc56d62f
storage	TIZEPE88	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/TIZEPE88/Proceedings of the 5th Celtic Language Technology Workshop (CLTW 5).pdf	Proceedings of the 5th Celtic Language Technology Workshop (CLTW 5).pdf	Proceedings of the 5th Celtic Language Technology Workshop (CLTW 5).pdf	5390323241a4
storage	TTEGEUAG	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/TTEGEUAG/Scannell - 2020 - Claonadh Inscne, Líonraí Néaracha, agus an Ghaeilg.pdf	Scannell - 2020 - Claonadh Inscne, Líonraí Néaracha, agus an Ghaeilg.pdf	Scannell - 2020 - Claonadh Inscne, Líonraí Néaracha, agus an Ghaeilg__dup1.pdf	653e14ac3208
storage	U697D8KA	/Users/cianmacandeisigh/dev/kings_college_galway/author_cian_deacy_lyons_mac_an_déisigh_uí_liatháin/zotero/storage/U697D8KA/Meachair - The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EduGA).pdf	Meachair - The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EduGA).pdf	Meachair - The Creation and Complexity Analysis of a Corpus of Educational Materials in Irish (EduGA)__dup1.pdf	4eb5de0e1bde
